date,resting_hr,min_hr,max_hr,measurements
2025-07-17,53.0,50.0,94.0,183
2025-07-18,81.2,65.0,191.0,458
2025-07-19,60.9,57.0,107.0,281
2025-07-20,67.4,61.0,168.0,866
2025-07-21,56.1,52.0,110.0,211
2025-07-22,55.4,53.0,105.0,255
2025-07-23,59.5,50.0,185.0,572
2025-07-24,56.5,53.0,182.0,722
2025-07-25,58.8,55.0,122.0,282
2025-07-26,63.9,59.0,115.0,413
2025-07-27,57.5,46.0,167.0,989
2025-07-28,53.1,48.0,108.5,171
2025-07-29,52.6,49.0,75.6,92
2025-07-30,64.1,49.0,163.3,152
2025-08-01,58.7,43.0,132.3,182
2025-08-02,61.3,57.0,122.0,180
2025-08-03,93.6,63.0,180.0,760
2025-08-04,57.4,55.0,74.0,33
2025-08-05,54.3,48.0,115.0,273
2025-08-06,54.3,51.0,113.8,217
2025-08-08,87.1,59.0,186.0,914
2025-08-09,66.0,62.0,121.0,80
2025-08-10,73.9,59.0,190.0,1824
2025-08-11,58.0,58.0,75.0,10
2025-08-12,56.8,54.0,107.0,405
2025-08-13,55.4,53.0,114.0,220
2025-08-14,53.9,52.0,100.0,181
2025-08-15,57.0,53.0,130.3,205
2025-08-16,59.1,54.0,158.0,752
2025-08-17,62.2,49.0,196.0,1268
2025-08-18,57.0,51.0,106.8,363
2025-08-19,53.8,49.0,105.0,447
2025-08-20,55.1,52.0,105.0,168
2025-08-22,59.8,53.0,185.0,875
2025-08-23,55.3,52.0,128.0,183
2025-08-24,74.5,55.0,187.0,1357
2025-08-25,53.8,51.0,144.0,167
2025-08-26,52.2,50.0,113.0,159
2025-08-27,57.3,47.0,186.0,1182
2025-08-28,52.6,51.0,85.0,184
2025-08-29,50.5,47.0,117.0,232
2025-08-30,63.9,59.0,128.0,194
2025-08-31,60.0,57.0,110.0,333
2025-09-01,54.7,45.0,163.0,1527
2025-09-02,55.7,51.0,117.0,615
2025-09-03,55.5,53.0,178.7,193
2025-09-04,58.9,55.0,133.0,432
2025-09-05,60.8,49.0,181.0,900
2025-09-06,53.8,51.0,100.0,165
2025-09-07,72.1,54.0,174.0,1380
2025-09-08,58.7,55.0,89.0,141
2025-09-09,52.4,51.0,107.0,184
2025-09-10,56.4,51.0,160.0,371
2025-09-11,61.1,52.0,174.0,366
2025-09-12,58.4,55.0,108.1,294
2025-09-13,57.2,52.0,111.8,175
2025-09-14,61.5,58.0,179.0,392
2025-09-15,55.4,52.0,91.0,132
2025-09-16,57.4,50.0,98.0,1388
2025-09-17,58.9,56.0,147.0,222
2025-09-18,53.4,51.0,131.0,188
2025-09-19,54.7,52.0,181.0,486
2025-09-20,53.4,48.0,151.0,926
2025-09-21,64.6,57.0,180.0,720
2025-09-22,54.0,50.0,87.0,293
2025-09-23,52.3,50.0,84.0,224
2025-09-24,51.5,47.0,176.0,950
2025-09-25,52.3,49.0,86.0,199
2025-09-26,48.1,41.0,171.0,378
2025-09-27,54.1,52.0,146.0,222
2025-09-28,50.3,46.0,185.0,517
2025-09-29,51.2,48.0,82.0,177
2025-09-30,48.4,44.0,71.0,307
2025-10-01,48.2,43.0,173.0,338
2025-10-02,58.0,56.0,165.9,258
2025-10-03,55.3,54.0,94.0,271
2025-10-04,61.9,58.0,177.0,250
2025-10-05,60.3,51.0,192.0,818
2025-10-06,52.4,47.0,160.0,302
2025-10-07,52.4,51.0,97.0,225
2025-10-08,53.6,46.0,176.0,1086
2025-10-09,55.9,53.0,163.0,213
2025-10-10,63.4,58.0,136.0,117
2025-10-11,63.1,58.0,98.0,188
2025-10-12,56.3,52.0,157.0,335
2025-10-13,53.0,47.0,171.0,331
2025-10-14,53.1,51.0,77.0,257
2025-10-15,58.9,56.0,180.0,302
2025-10-16,55.5,52.0,161.0,323
2025-10-17,56.0,54.8,126.0,212
2025-10-18,52.2,47.0,179.0,321
2025-10-19,56.6,52.0,148.0,345
2025-10-20,51.7,50.0,178.0,312
2025-10-21,58.5,55.0,108.0,205
2025-10-22,53.2,51.0,143.7,306
2025-10-23,54.5,53.0,81.0,227
2025-10-24,51.7,48.0,175.0,317
2025-10-25,58.5,54.0,184.0,273
2025-10-26,54.0,48.0,153.3,384
2025-10-27,55.8,52.0,179.0,348
2025-10-28,52.1,48.0,184.0,326
2025-10-29,54.9,52.0,122.0,222
2025-10-30,51.2,48.0,173.9,312
2025-10-31,54.2,52.0,79.0,212
2025-11-01,52.6,47.0,182.0,328
2025-11-02,56.3,50.0,145.2,442
2025-11-03,51.6,48.0,180.0,328
2025-11-04,54.3,52.0,87.0,223
2025-11-05,52.1,43.0,153.0,353
2025-11-06,52.2,43.0,171.0,312
2025-11-07,53.1,50.0,88.0,222
2025-11-08,51.1,44.0,185.0,594
2025-11-09,58.5,56.0,161.5,299
2025-11-10,55.7,53.0,176.0,285
2025-11-11,52.0,44.0,151.0,389
2025-11-12,51.1,45.0,171.0,337
2025-11-13,52.6,46.0,169.0,360
2025-11-14,55.7,52.0,90.0,289
2025-11-15,54.7,48.0,186.0,706
2025-11-16,59.4,57.0,155.0,212
2025-11-17,54.5,49.0,183.0,729
2025-11-18,61.3,56.0,169.0,935
2025-11-19,54.2,51.0,85.0,283
2025-11-20,60.8,54.0,176.0,945
2025-11-21,57.4,55.0,120.0,208
2025-11-22,54.6,52.0,191.0,761
2025-11-23,62.3,50.0,182.0,817
2025-11-24,53.8,49.0,170.0,763
2025-11-25,58.9,52.0,186.0,432
2025-11-26,53.7,50.0,153.0,555
2025-11-27,60.0,54.0,172.0,1024
2025-11-28,54.5,53.0,98.0,283
2025-11-29,62.8,58.0,183.0,383
2025-11-30,59.6,52.0,170.0,388
2025-12-01,55.8,53.0,80.0,211
2025-12-02,52.5,47.0,111.0,311
2025-12-03,54.2,52.0,88.0,197
2025-12-04,60.3,57.0,190.0,606
2025-12-05,53.4,51.0,84.0,296
2025-12-06,67.6,58.0,182.0,594
2025-12-07,68.7,51.0,155.0,16632
2025-12-08,61.6,57.0,182.0,589
2025-12-09,69.2,56.0,189.0,19066
2025-12-10,52.3,49.0,80.0,306
2025-12-11,68.7,54.0,166.0,9167
2025-12-12,52.3,49.0,104.0,297
2025-12-13,62.9,60.0,109.0,148
2025-12-14,90.5,62.9,193.0,23464
2025-12-15,52.5,50.0,79.0,305
2025-12-16,57.3,53.0,93.0,200
2025-12-17,53.1,49.0,86.0,308
2025-12-18,51.1,50.0,78.0,218
2025-12-19,58.8,45.0,162.0,14207
2025-12-20,53.8,48.0,132.0,190
2025-12-21,66.2,49.0,194.0,27884
2025-12-22,60.6,55.0,166.0,554
2025-12-23,62.1,49.0,180.0,18769
2025-12-24,56.7,53.0,168.0,525
2025-12-25,72.1,51.0,176.0,15972
2025-12-26,57.9,54.0,121.0,132
2025-12-27,80.1,49.0,186.0,21718
2025-12-28,73.4,54.0,154.0,18795
2025-12-29,51.9,43.0,92.0,169
2025-12-30,59.4,44.0,178.0,28706
2025-12-31,61.5,52.0,223.0,33560
2026-01-01,71.1,58.0,176.0,15045
2026-01-02,53.3,49.0,64.0,119
2026-01-03,110.3,53.0,189.0,7843
2026-01-04,52.7,50.0,88.0,275
2026-01-05,78.6,54.0,151.0,6485
2026-01-06,61.0,34.0,191.0,20683
2026-01-07,58.5,45.0,132.0,219
2026-01-08,53.1,48.0,93.0,311
2026-01-09,57.2,53.0,101.0,198
2026-01-10,75.1,55.0,186.0,18012
2026-01-11,62.0,47.0,172.0,38110
2026-01-12,19.5,3.0,163.0,9373
2026-01-13,67.0,46.0,191.0,16556
2026-01-14,66.5,53.0,146.0,5039
2026-01-15,67.1,49.0,181.0,21851
2026-01-16,54.2,49.0,109.0,260
2026-01-17,48.0,3.0,190.0,30898
2026-01-18,58.4,52.0,177.0,35183
2026-01-19,52.6,51.0,102.0,192
2026-01-20,59.8,47.0,189.0,42136
2026-01-21,55.8,54.0,103.0,177
2026-01-22,79.6,52.0,173.0,5553
2026-01-23,57.1,54.0,98.0,209
2026-01-24,61.4,59.0,117.0,187
2026-01-25,81.0,43.0,194.0,18583
2026-01-26,55.0,50.0,113.0,290
2026-01-27,54.0,51.0,78.0,214
2026-01-28,52.5,45.0,115.0,875
2026-01-29,52.8,47.0,102.0,205
2026-01-30,60.5,48.0,161.0,47717
2026-01-31,51.7,48.0,60.0,121
2026-02-01,29.7,2.0,152.0,25340
2026-02-02,60.2,42.0,158.0,13426
2026-02-03,52.2,48.0,92.0,203
2026-02-04,70.8,42.0,184.0,10228
2026-02-05,54.5,51.0,101.0,201
2026-02-06,68.0,51.0,186.0,26553
2026-02-07,60.5,55.0,140.0,719
2026-02-08,80.4,44.0,173.0,10871
2026-02-09,55.1,52.0,146.0,509
2026-02-10,48.7,41.0,92.0,305
2026-02-11,73.7,48.0,190.0,12966
2026-02-12,52.2,45.0,79.0,323
2026-02-13,71.2,44.0,185.0,21126
2026-02-14,68.6,45.0,159.0,16531
2026-02-15,95.2,57.0,169.0,9557
2026-02-16,53.3,48.0,142.0,803
2026-02-17,96.4,52.0,185.0,7578
2026-02-18,53.0,46.0,132.0,569
2026-02-19,54.3,52.0,108.0,172
2026-02-20,90.7,55.0,188.0,7893
2026-02-21,68.4,48.0,156.0,5597
2026-02-22,82.2,50.0,195.0,12559
2026-02-23,56.3,55.0,82.0,111
2026-02-24,55.7,54.0,82.0,218
2026-02-25,99.2,48.0,188.0,7850
2026-02-26,57.8,57.0,80.0,192
2026-02-27,55.6,54.0,76.0,111
2026-02-28,84.0,50.0,181.0,15048
2026-03-01,53.8,51.0,123.0,509
2026-03-02,52.6,49.0,138.0,796
2026-03-03,53.3,52.0,80.0,204
2026-03-04,70.1,50.0,189.0,16771
2026-03-05,56.1,51.0,76.0,215
2026-03-06,102.5,57.0,192.0,5323
2026-03-07,62.0,56.0,152.0,714
2026-03-08,113.9,47.0,177.0,15429
2026-03-09,54.1,47.0,157.0,733
2026-03-10,57.5,56.0,82.0,194
2026-03-11,62.4,44.0,185.0,13116
2026-03-12,56.1,54.0,108.0,220
2026-03-13,74.5,43.0,184.0,20045
2026-03-14,62.4,59.0,158.0,585
2026-03-15,71.1,57.0,183.0,18506
2026-03-16,56.5,54.0,132.0,646
